ppt_id,trial,stimulus,script,lexicality,word_eng,correct_response,response,correct,rt,rt_sec,device,browser
1,1,latin_realword_scoop.png,latin,word,scoop,word,word,TRUE,1420,1.42,mobile,WeChat 8.0.68
1,2,chinese_nonword_grass.png,chinese,nonword,grass,nonword,word,FALSE,2955,2.955,mobile,WeChat 8.0.68
1,3,chinese_realword_shave.png,chinese,word,shave,word,word,TRUE,817,0.817,mobile,WeChat 8.0.68
1,4,latin_realword_home.png,latin,word,home,word,word,TRUE,1571,1.571,mobile,WeChat 8.0.68
1,5,chinese_nonword_sand.png,chinese,nonword,sand,nonword,nonword,TRUE,1036,1.036,mobile,WeChat 8.0.68
1,6,chinese_realword_change.png,chinese,word,change,word,word,TRUE,903,0.903,mobile,WeChat 8.0.68
1,7,chinese_realword_bag.png,chinese,word,bag,word,word,TRUE,1270,1.27,mobile,WeChat 8.0.68
1,8,latin_nonword_pat.png,latin,nonword,pat,nonword,nonword,TRUE,2506,2.506,mobile,WeChat 8.0.68
1,9,chinese_realword_peach.png,chinese,word,peach,word,word,TRUE,784,0.784,mobile,WeChat 8.0.68
1,10,latin_realword_brain.png,latin,word,brain,word,word,TRUE,869,0.869,mobile,WeChat 8.0.68
1,11,chinese_nonword_eat.png,chinese,nonword,eat,nonword,nonword,TRUE,835,0.835,mobile,WeChat 8.0.68
1,12,chinese_realword_praise.png,chinese,word,praise,word,word,TRUE,752,0.752,mobile,WeChat 8.0.68
1,13,latin_realword_sisterinlaw.PNG,latin,word,sisterinlaw,word,word,TRUE,903,0.903,mobile,WeChat 8.0.68
1,14,latin_nonword_put.png,latin,nonword,put,nonword,nonword,TRUE,886,0.886,mobile,WeChat 8.0.68
1,15,latin_nonword_pinch.png,latin,nonword,pinch,nonword,nonword,TRUE,1788,1.788,mobile,WeChat 8.0.68
1,16,latin_realword_feed.png,latin,word,feed,word,word,TRUE,1070,1.07,mobile,WeChat 8.0.68
1,17,latin_realword_wet.png,latin,word,wet,word,word,TRUE,735,0.735,mobile,WeChat 8.0.68
1,18,chinese_nonword_prawn.png,chinese,nonword,prawn,nonword,nonword,TRUE,2339,2.339,mobile,WeChat 8.0.68
1,19,chinese_nonword_morning.png,chinese,nonword,morning,nonword,nonword,TRUE,1019,1.019,mobile,WeChat 8.0.68
1,20,latin_realword_paper.png,latin,word,paper,word,word,TRUE,700,0.7,mobile,WeChat 8.0.68
1,21,latin_realword_pull.png,latin,word,pull,word,nonword,FALSE,2721,2.721,mobile,WeChat 8.0.68
1,22,chinese_realword_milk.png,chinese,word,milk,word,word,TRUE,752,0.752,mobile,WeChat 8.0.68
1,23,latin_realword_lean.PNG,latin,word,lean,word,word,TRUE,1053,1.053,mobile,WeChat 8.0.68
1,24,latin_nonword_wine.png,latin,nonword,wine,nonword,nonword,TRUE,4042,4.042,mobile,WeChat 8.0.68
1,25,latin_nonword_medicine.png,latin,nonword,medicine,nonword,nonword,TRUE,1186,1.186,mobile,WeChat 8.0.68
1,26,latin_nonword_invite.png,latin,nonword,invite,nonword,nonword,TRUE,1352,1.352,mobile,WeChat 8.0.68
1,27,latin_nonword_tea.PNG,latin,nonword,tea,nonword,nonword,TRUE,802,0.802,mobile,WeChat 8.0.68
1,28,chinese_nonword_keen.png,chinese,nonword,keen,nonword,nonword,TRUE,719,0.719,mobile,WeChat 8.0.68
1,29,chinese_nonword_pearl.png,chinese,nonword,pearl,nonword,nonword,TRUE,1269,1.269,mobile,WeChat 8.0.68
1,30,chinese_realword_island.png,chinese,word,island,word,word,TRUE,819,0.819,mobile,WeChat 8.0.68
1,31,chinese_realword_good.png,chinese,word,good,word,word,TRUE,685,0.685,mobile,WeChat 8.0.68
1,32,chinese_nonword_wealth.png,chinese,nonword,wealth,nonword,nonword,TRUE,1101,1.101,mobile,WeChat 8.0.68
1,33,chinese_realword_tree.png,chinese,word,tree,word,word,TRUE,735,0.735,mobile,WeChat 8.0.68
1,34,latin_realword_pickaxe.png,latin,word,pickaxe,word,word,TRUE,769,0.769,mobile,WeChat 8.0.68
1,35,latin_nonword_cat.png,latin,nonword,cat,nonword,nonword,TRUE,1084,1.084,mobile,WeChat 8.0.68
1,36,latin_nonword_flower.png,latin,nonword,flower,nonword,nonword,TRUE,1637,1.637,mobile,WeChat 8.0.68
1,37,latin_nonword_sea.png,latin,nonword,sea,nonword,nonword,TRUE,1251,1.251,mobile,WeChat 8.0.68
1,38,chinese_nonword_sister.png,chinese,nonword,sister,nonword,nonword,TRUE,1086,1.086,mobile,WeChat 8.0.68
1,39,chinese_nonword_blink.png,chinese,nonword,blink,nonword,nonword,TRUE,685,0.685,mobile,WeChat 8.0.68
1,40,chinese_realword_robe.png,chinese,word,robe,word,word,TRUE,4008,4.008,mobile,WeChat 8.0.68
2,1,latin_nonword_peach.png,latin,nonword,peach,nonword,nonword,TRUE,1728.8999999999996,1.7288999999999997,mobile,Chrome 144.0.0.0
2,2,chinese_nonword_paper.png,chinese,nonword,paper,nonword,word,FALSE,921.2000000000008,0.9212000000000008,mobile,Chrome 144.0.0.0
2,3,latin_nonword_praise.png,latin,nonword,praise,nonword,nonword,TRUE,1073.7000000059595,1.0737000000059596,mobile,Chrome 144.0.0.0
2,4,latin_nonword_good.png,latin,nonword,good,nonword,nonword,TRUE,1139.7000000000023,1.1397000000000024,mobile,Chrome 144.0.0.0
2,5,latin_realword_pat.png,latin,word,pat,word,word,TRUE,806.3000000029788,0.8063000000029787,mobile,Chrome 144.0.0.0
2,6,latin_nonword_tree.PNG,latin,nonword,tree,nonword,nonword,TRUE,851.7000000029802,0.8517000000029802,mobile,Chrome 144.0.0.0
2,7,chinese_realword_grass.png,chinese,word,grass,word,word,TRUE,882.5,0.8825,mobile,Chrome 144.0.0.0
2,8,chinese_realword_sand.png,chinese,word,sand,word,word,TRUE,883.1000000044696,0.8831000000044696,mobile,Chrome 144.0.0.0
2,9,chinese_realword_blink.png,chinese,word,blink,word,word,TRUE,931.2999999999992,0.9312999999999991,mobile,Chrome 144.0.0.0
2,10,chinese_realword_prawn.png,chinese,word,prawn,word,word,TRUE,811.4000000059605,0.8114000000059605,mobile,Chrome 144.0.0.0
2,11,chinese_nonword_pickaxe.png,chinese,nonword,pickaxe,nonword,nonword,TRUE,726.9000000000087,0.7269000000000088,mobile,Chrome 144.0.0.0
2,12,latin_realword_pinch.png,latin,word,pinch,word,word,TRUE,1842.3000000044703,1.8423000000044703,mobile,Chrome 144.0.0.0
2,13,chinese_nonword_wet.png,chinese,nonword,wet,nonword,word,FALSE,1221.699999999997,1.2216999999999971,mobile,Chrome 144.0.0.0
2,14,chinese_realword_eat.png,chinese,word,eat,word,word,TRUE,945.3999999999942,0.9453999999999941,mobile,Chrome 144.0.0.0
2,15,latin_realword_cat.png,latin,word,cat,word,word,TRUE,848.0000000014916,0.8480000000014916,mobile,Chrome 144.0.0.0
2,16,chinese_nonword_brain.png,chinese,nonword,brain,nonword,word,FALSE,991.500000005959,0.9915000000059591,mobile,Chrome 144.0.0.0
2,17,chinese_nonword_scoop.png,chinese,nonword,scoop,nonword,nonword,TRUE,1250.6000000029817,1.2506000000029818,mobile,Chrome 144.0.0.0
2,18,latin_realword_medicine.png,latin,word,medicine,word,word,TRUE,758.8000000044703,0.7588000000044703,mobile,Chrome 144.0.0.0
2,19,latin_realword_sea.png,latin,word,sea,word,word,TRUE,769.7000000000044,0.7697000000000044,mobile,Chrome 144.0.0.0
2,20,latin_nonword_milk.png,latin,nonword,milk,nonword,nonword,TRUE,1893.800000000003,1.8938000000000028,mobile,Chrome 144.0.0.0
2,21,latin_realword_wine.png,latin,word,wine,word,word,TRUE,840.400000001493,0.8404000000014931,mobile,Chrome 144.0.0.0
2,22,latin_realword_flower.png,latin,word,flower,word,word,TRUE,711.9000000029773,0.7119000000029774,mobile,Chrome 144.0.0.0
2,23,latin_nonword_change.png,latin,nonword,change,nonword,nonword,TRUE,1183.5000000044674,1.1835000000044675,mobile,Chrome 144.0.0.0
2,24,chinese_realword_sister.png,chinese,word,sister,word,word,TRUE,2555.500000004467,2.555500000004467,mobile,Chrome 144.0.0.0
2,25,latin_realword_tea.png,latin,word,tea,word,word,TRUE,1057.0000000059665,1.0570000000059665,mobile,Chrome 144.0.0.0
2,26,chinese_nonword_lean.png,chinese,nonword,lean,nonword,nonword,TRUE,1831.7000000059631,1.8317000000059631,mobile,Chrome 144.0.0.0
2,27,latin_nonword_robe.png,latin,nonword,robe,nonword,nonword,TRUE,795.0000000029831,0.7950000000029831,mobile,Chrome 144.0.0.0
2,28,latin_nonword_shave.png,latin,nonword,shave,nonword,nonword,TRUE,1192.5000000014843,1.1925000000014843,mobile,Chrome 144.0.0.0
2,29,chinese_nonword_home.png,chinese,nonword,home,nonword,nonword,TRUE,2264.300000000003,2.264300000000003,mobile,Chrome 144.0.0.0
2,30,chinese_nonword_sisterinlaw.png,chinese,nonword,sisterinlaw,nonword,nonword,TRUE,2152.300000005954,2.1523000000059542,mobile,Chrome 144.0.0.0
2,31,chinese_realword_wealth.png,chinese,word,wealth,word,word,TRUE,3581.400000004476,3.5814000000044763,mobile,Chrome 144.0.0.0
2,32,chinese_realword_keen.png,chinese,word,keen,word,nonword,FALSE,3002.0000000000146,3.0020000000000144,mobile,Chrome 144.0.0.0
2,33,chinese_realword_morning.png,chinese,word,morning,word,word,TRUE,2784.5,2.7845,mobile,Chrome 144.0.0.0
2,34,chinese_nonword_feed.png,chinese,nonword,feed,nonword,nonword,TRUE,427.0999999999767,0.4270999999999767,mobile,Chrome 144.0.0.0
2,35,chinese_realword_pearl.png,chinese,word,pearl,word,word,TRUE,6042.10000000149,6.04210000000149,mobile,Chrome 144.0.0.0
2,36,latin_nonword_bag.png,latin,nonword,bag,nonword,nonword,TRUE,2719.100000005972,2.719100000005972,mobile,Chrome 144.0.0.0
2,37,latin_realword_put.png,latin,word,put,word,word,TRUE,753.4000000059605,0.7534000000059604,mobile,Chrome 144.0.0.0
2,38,latin_realword_invite.png,latin,word,invite,word,word,TRUE,835.300000002986,0.8353000000029861,mobile,Chrome 144.0.0.0
2,39,latin_nonword_island.png,latin,nonword,island,nonword,nonword,TRUE,794.8999999999942,0.7948999999999942,mobile,Chrome 144.0.0.0
2,40,chinese_nonword_pull.png,chinese,nonword,pull,nonword,nonword,TRUE,1502.7999999999884,1.5027999999999884,mobile,Chrome 144.0.0.0
3,1,chinese_realword_scoop.png,chinese,word,scoop,word,word,TRUE,1050,1.05,mobile,Instagram 414.0.0.23.79
3,2,chinese_realword_pull.png,chinese,word,pull,word,word,TRUE,1101,1.101,mobile,Instagram 414.0.0.23.79
3,3,chinese_realword_paper.png,chinese,word,paper,word,word,TRUE,683,0.683,mobile,Instagram 414.0.0.23.79
3,4,latin_realword_tree.png,latin,word,tree,word,nonword,FALSE,1635,1.635,mobile,Instagram 414.0.0.23.79
3,5,latin_nonword_prawn.png,latin,nonword,prawn,nonword,word,FALSE,1033,1.033,mobile,Instagram 414.0.0.23.79
3,6,chinese_nonword_pinch.png,chinese,nonword,pinch,nonword,word,FALSE,1500,1.5,mobile,Instagram 414.0.0.23.79
3,7,chinese_realword_brain.png,chinese,word,brain,word,word,TRUE,934,0.934,mobile,Instagram 414.0.0.23.79
3,8,latin_realword_change.png,latin,word,change,word,word,TRUE,2486,2.486,mobile,Instagram 414.0.0.23.79
3,9,chinese_realword_home.png,chinese,word,home,word,word,TRUE,1535,1.535,mobile,Instagram 414.0.0.23.79
3,10,chinese_nonword_pat.png,chinese,nonword,pat,nonword,nonword,TRUE,1617,1.617,mobile,Instagram 414.0.0.23.79
3,11,latin_realword_good.png,latin,word,good,word,word,TRUE,1835,1.835,mobile,Instagram 414.0.0.23.79
3,12,chinese_nonword_wine.png,chinese,nonword,wine,nonword,nonword,TRUE,1435,1.435,mobile,Instagram 414.0.0.23.79
3,13,latin_nonword_pearl.png,latin,nonword,pearl,nonword,nonword,TRUE,885,0.885,mobile,Instagram 414.0.0.23.79
3,14,latin_nonword_blink.png,latin,nonword,blink,nonword,nonword,TRUE,1485,1.485,mobile,Instagram 414.0.0.23.79
3,15,latin_realword_shave.png,latin,word,shave,word,word,TRUE,918,0.918,mobile,Instagram 414.0.0.23.79
3,16,latin_realword_island.png,latin,word,island,word,word,TRUE,851,0.851,mobile,Instagram 414.0.0.23.79
3,17,latin_realword_praise.PNG,latin,word,praise,word,nonword,FALSE,1652,1.652,mobile,Instagram 414.0.0.23.79
3,18,chinese_nonword_put.png,chinese,nonword,put,nonword,nonword,TRUE,3303,3.303,mobile,Instagram 414.0.0.23.79
3,19,latin_realword_milk.png,latin,word,milk,word,word,TRUE,2985,2.985,mobile,Instagram 414.0.0.23.79
3,20,latin_nonword_keen.png,latin,nonword,keen,nonword,nonword,TRUE,850,0.85,mobile,Instagram 414.0.0.23.79
3,21,latin_nonword_sister.png,latin,nonword,sister,nonword,nonword,TRUE,751,0.751,mobile,Instagram 414.0.0.23.79
3,22,latin_nonword_morning.png,latin,nonword,morning,nonword,nonword,TRUE,1919,1.919,mobile,Instagram 414.0.0.23.79
3,23,latin_nonword_eat.png,latin,nonword,eat,nonword,nonword,TRUE,933,0.933,mobile,Instagram 414.0.0.23.79
3,24,chinese_nonword_medicine.png,chinese,nonword,medicine,nonword,nonword,TRUE,1668,1.668,mobile,Instagram 414.0.0.23.79
3,25,chinese_nonword_tea.png,chinese,nonword,tea,nonword,nonword,TRUE,950,0.95,mobile,Instagram 414.0.0.23.79
3,26,chinese_realword_feed.png,chinese,word,feed,word,word,TRUE,1068,1.068,mobile,Instagram 414.0.0.23.79
3,27,chinese_realword_sisterinlaw.png,chinese,word,sisterinlaw,word,word,TRUE,851,0.851,mobile,Instagram 414.0.0.23.79
3,28,chinese_nonword_cat.png,chinese,nonword,cat,nonword,word,FALSE,1051,1.051,mobile,Instagram 414.0.0.23.79
3,29,chinese_nonword_flower.png,chinese,nonword,flower,nonword,nonword,TRUE,1785,1.785,mobile,Instagram 414.0.0.23.79
3,30,chinese_realword_wet.PNG,chinese,word,wet,word,word,TRUE,884,0.884,mobile,Instagram 414.0.0.23.79
3,31,latin_nonword_grass.png,latin,nonword,grass,nonword,nonword,TRUE,1734,1.734,mobile,Instagram 414.0.0.23.79
3,32,latin_nonword_sand.PNG,latin,nonword,sand,nonword,nonword,TRUE,901,0.901,mobile,Instagram 414.0.0.23.79
3,33,latin_realword_robe.png,latin,word,robe,word,word,TRUE,1468,1.468,mobile,Instagram 414.0.0.23.79
3,34,chinese_realword_pickaxe.png,chinese,word,pickaxe,word,word,TRUE,4421,4.421,mobile,Instagram 414.0.0.23.79
3,35,latin_nonword_wealth.png,latin,nonword,wealth,nonword,nonword,TRUE,1185,1.185,mobile,Instagram 414.0.0.23.79
3,36,latin_realword_bag.png,latin,word,bag,word,nonword,FALSE,2752,2.752,mobile,Instagram 414.0.0.23.79
3,37,chinese_nonword_sea.png,chinese,nonword,sea,nonword,nonword,TRUE,1167,1.167,mobile,Instagram 414.0.0.23.79
3,38,chinese_nonword_invite.png,chinese,nonword,invite,nonword,nonword,TRUE,2434,2.434,mobile,Instagram 414.0.0.23.79
3,39,latin_realword_peach.png,latin,word,peach,word,word,TRUE,1885,1.885,mobile,Instagram 414.0.0.23.79
3,40,chinese_realword_lean.png,chinese,word,lean,word,nonword,FALSE,2836,2.836,mobile,Instagram 414.0.0.23.79
4,1,chinese_nonword_invite.png,chinese,nonword,invite,nonword,nonword,TRUE,2764.5,2.7645,mobile,WeChat 8.0.68.3020
4,2,chinese_realword_lean.png,chinese,word,lean,word,word,TRUE,1251.7000000119206,1.2517000000119205,mobile,WeChat 8.0.68.3020
4,3,latin_nonword_grass.png,latin,nonword,grass,nonword,nonword,TRUE,2393.100000000002,2.3931000000000022,mobile,WeChat 8.0.68.3020
4,4,latin_realword_robe.png,latin,word,robe,word,word,TRUE,1077.800000000003,1.077800000000003,mobile,WeChat 8.0.68.3020
4,5,latin_realword_peach.png,latin,word,peach,word,word,TRUE,1144.9000000000017,1.1449000000000016,mobile,WeChat 8.0.68.3020
4,6,latin_nonword_sand.PNG,latin,nonword,sand,nonword,word,FALSE,2151.5,2.1515,mobile,WeChat 8.0.68.3020
4,7,latin_nonword_eat.png,latin,nonword,eat,nonword,nonword,TRUE,1319.5000000119217,1.3195000000119217,mobile,WeChat 8.0.68.3020
4,8,chinese_nonword_tea.png,chinese,nonword,tea,nonword,nonword,TRUE,2017.2000000238404,2.0172000000238404,mobile,WeChat 8.0.68.3020
4,9,latin_nonword_wealth.png,latin,nonword,wealth,nonword,nonword,TRUE,2449.5999999999985,2.4495999999999984,mobile,WeChat 8.0.68.3020
4,10,chinese_nonword_flower.png,chinese,nonword,flower,nonword,nonword,TRUE,2875.5000000238433,2.8755000000238433,mobile,WeChat 8.0.68.3020
4,11,latin_realword_bag.png,latin,word,bag,word,word,TRUE,1311.0999999999983,1.3110999999999984,mobile,WeChat 8.0.68.3020
4,12,chinese_nonword_sea.png,chinese,nonword,sea,nonword,nonword,TRUE,4284.5999999999985,4.284599999999998,mobile,WeChat 8.0.68.3020
4,13,latin_nonword_sister.png,latin,nonword,sister,nonword,word,FALSE,1456.5,1.4565,mobile,WeChat 8.0.68.3020
4,14,latin_nonword_morning.png,latin,nonword,morning,nonword,nonword,TRUE,1499.0999999880803,1.4990999999880803,mobile,WeChat 8.0.68.3020
4,15,chinese_realword_pickaxe.png,chinese,word,pickaxe,word,word,TRUE,1218.4000000000017,1.2184000000000017,mobile,WeChat 8.0.68.3020
4,16,chinese_realword_feed.png,chinese,word,feed,word,word,TRUE,1098.0999999761552,1.0980999999761551,mobile,WeChat 8.0.68.3020
4,17,chinese_nonword_medicine.png,chinese,nonword,medicine,nonword,nonword,TRUE,1400.4999999999854,1.4004999999999854,mobile,WeChat 8.0.68.3020
4,18,chinese_nonword_cat.png,chinese,nonword,cat,nonword,word,FALSE,1009.3000000000028,1.0093000000000028,mobile,WeChat 8.0.68.3020
4,19,chinese_realword_sisterinlaw.png,chinese,word,sisterinlaw,word,word,TRUE,989.1000000000058,0.9891000000000059,mobile,WeChat 8.0.68.3020
4,20,chinese_realword_wet.PNG,chinese,word,wet,word,word,TRUE,859.9000000119267,0.8599000000119268,mobile,WeChat 8.0.68.3020
4,21,chinese_realword_pull.png,chinese,word,pull,word,word,TRUE,865.9000000000087,0.8659000000000088,mobile,WeChat 8.0.68.3020
4,22,chinese_nonword_pat.png,chinese,nonword,pat,nonword,word,FALSE,3961.9000000000087,3.961900000000009,mobile,WeChat 8.0.68.3020
4,23,chinese_realword_scoop.png,chinese,word,scoop,word,word,TRUE,974.1999999999972,0.9741999999999972,mobile,WeChat 8.0.68.3020
4,24,latin_realword_praise.PNG,latin,word,praise,word,nonword,FALSE,1234.1999999999823,1.2341999999999822,mobile,WeChat 8.0.68.3020
4,25,latin_nonword_keen.png,latin,nonword,keen,nonword,word,FALSE,2785.199999976161,2.785199999976161,mobile,WeChat 8.0.68.3020
4,26,latin_nonword_prawn.png,latin,nonword,prawn,nonword,word,FALSE,3014.199999999997,3.014199999999997,mobile,WeChat 8.0.68.3020
4,27,chinese_nonword_wine.png,chinese,nonword,wine,nonword,nonword,TRUE,1467.4000000000087,1.4674000000000087,mobile,WeChat 8.0.68.3020
4,28,chinese_realword_paper.png,chinese,word,paper,word,word,TRUE,900.6999999999971,0.9006999999999971,mobile,WeChat 8.0.68.3020
4,29,latin_realword_milk.png,latin,word,milk,word,word,TRUE,1540.199999999997,1.5401999999999971,mobile,WeChat 8.0.68.3020
4,30,latin_realword_good.png,latin,word,good,word,word,TRUE,1424.3999999999942,1.4243999999999941,mobile,WeChat 8.0.68.3020
4,31,chinese_nonword_pinch.png,chinese,nonword,pinch,nonword,nonword,TRUE,1850.0999999880733,1.8500999999880732,mobile,WeChat 8.0.68.3020
4,32,latin_realword_shave.png,latin,word,shave,word,word,TRUE,888.199999976161,0.8881999999761611,mobile,WeChat 8.0.68.3020
4,33,chinese_realword_brain.png,chinese,word,brain,word,word,TRUE,955.3999999880762,0.9553999999880761,mobile,WeChat 8.0.68.3020
4,34,latin_nonword_pearl.png,latin,nonword,pearl,nonword,nonword,TRUE,1533.100000023842,1.5331000000238422,mobile,WeChat 8.0.68.3020
4,35,latin_realword_island.png,latin,word,island,word,word,TRUE,1485.499999976164,1.485499999976164,mobile,WeChat 8.0.68.3020
4,36,latin_realword_tree.png,latin,word,tree,word,word,TRUE,908.1000000000058,0.9081000000000058,mobile,WeChat 8.0.68.3020
4,37,chinese_nonword_put.png,chinese,nonword,put,nonword,nonword,TRUE,1550.5999999761698,1.5505999999761697,mobile,WeChat 8.0.68.3020
4,38,latin_nonword_blink.png,latin,nonword,blink,nonword,nonword,TRUE,1406.0999999880733,1.4060999999880732,mobile,WeChat 8.0.68.3020
4,39,latin_realword_change.png,latin,word,change,word,word,TRUE,1322.8000000000177,1.3228000000000177,mobile,WeChat 8.0.68.3020
4,40,chinese_realword_home.png,chinese,word,home,word,word,TRUE,1033,1.033,mobile,WeChat 8.0.68.3020
5,1,latin_nonword_scoop.png,latin,nonword,scoop,nonword,nonword,TRUE,865,0.865,mobile,WeChat 8.0.68
5,2,latin_nonword_lean.PNG,latin,nonword,lean,nonword,nonword,TRUE,867,0.867,mobile,WeChat 8.0.68
5,3,chinese_nonword_praise.png,chinese,nonword,praise,nonword,nonword,TRUE,2295,2.295,mobile,WeChat 8.0.68
5,4,latin_realword_sand.PNG,latin,word,sand,word,word,TRUE,823,0.823,mobile,WeChat 8.0.68
5,5,chinese_nonword_robe.png,chinese,nonword,robe,nonword,word,FALSE,1597,1.597,mobile,WeChat 8.0.68
5,6,chinese_nonword_milk.png,chinese,nonword,milk,nonword,word,FALSE,2795,2.795,mobile,WeChat 8.0.68
5,7,latin_realword_prawn.PNG,latin,word,prawn,word,word,TRUE,865,0.865,mobile,WeChat 8.0.68
5,8,latin_nonword_brain.png,latin,nonword,brain,nonword,nonword,TRUE,690,0.69,mobile,WeChat 8.0.68
5,9,latin_realword_pearl.png,latin,word,pearl,word,word,TRUE,633,0.633,mobile,WeChat 8.0.68
5,10,chinese_realword_cat.png,chinese,word,cat,word,word,TRUE,1133,1.133,mobile,WeChat 8.0.68
5,11,latin_nonword_home.png,latin,nonword,home,nonword,nonword,TRUE,1755,1.755,mobile,WeChat 8.0.68
5,12,latin_nonword_paper.png,latin,nonword,paper,nonword,nonword,TRUE,758,0.758,mobile,WeChat 8.0.68
5,13,latin_nonword_feed.png,latin,nonword,feed,nonword,nonword,TRUE,2130,2.13,mobile,WeChat 8.0.68
5,14,latin_nonword_pull.png,latin,nonword,pull,nonword,nonword,TRUE,733,0.733,mobile,WeChat 8.0.68
5,15,latin_realword_blink.png,latin,word,blink,word,word,TRUE,599,0.599,mobile,WeChat 8.0.68
5,16,chinese_nonword_shave.png,chinese,nonword,shave,nonword,word,FALSE,1089,1.089,mobile,WeChat 8.0.68
5,17,latin_nonword_wet.png,latin,nonword,wet,nonword,nonword,TRUE,790,0.79,mobile,WeChat 8.0.68
5,18,chinese_nonword_good.png,chinese,nonword,good,nonword,word,FALSE,767,0.767,mobile,WeChat 8.0.68
5,19,latin_nonword_sisterinlaw.PNG,latin,nonword,sisterinlaw,nonword,nonword,TRUE,599,0.599,mobile,WeChat 8.0.68
5,20,chinese_realword_pat.png,chinese,word,pat,word,word,TRUE,633,0.633,mobile,WeChat 8.0.68
5,21,latin_realword_sister.png,latin,word,sister,word,word,TRUE,757,0.757,mobile,WeChat 8.0.68
5,22,latin_realword_morning.png,latin,word,morning,word,word,TRUE,624,0.624,mobile,WeChat 8.0.68
5,23,chinese_realword_invite.png,chinese,word,invite,word,word,TRUE,600,0.6,mobile,WeChat 8.0.68
5,24,chinese_realword_pinch.png,chinese,word,pinch,word,word,TRUE,657.0000000000146,0.6570000000000146,mobile,WeChat 8.0.68
5,25,chinese_realword_wine.png,chinese,word,wine,word,word,TRUE,566,0.566,mobile,WeChat 8.0.68
5,26,latin_realword_eat.png,latin,word,eat,word,word,TRUE,791,0.791,mobile,WeChat 8.0.68
5,27,chinese_nonword_island.png,chinese,nonword,island,nonword,nonword,TRUE,1788,1.788,mobile,WeChat 8.0.68
5,28,chinese_realword_flower.png,chinese,word,flower,word,word,TRUE,599,0.599,mobile,WeChat 8.0.68
5,29,chinese_nonword_bag.png,chinese,nonword,bag,nonword,nonword,TRUE,2131,2.131,mobile,WeChat 8.0.68
5,30,chinese_realword_sea.png,chinese,word,sea,word,word,TRUE,691,0.691,mobile,WeChat 8.0.68
5,31,latin_nonword_pickaxe.png,latin,nonword,pickaxe,nonword,nonword,TRUE,656,0.656,mobile,WeChat 8.0.68
5,32,chinese_nonword_tree.png,chinese,nonword,tree,nonword,nonword,TRUE,1423.0000000000146,1.4230000000000145,mobile,WeChat 8.0.68
5,33,latin_realword_keen.png,latin,word,keen,word,word,TRUE,998,0.998,mobile,WeChat 8.0.68
5,34,chinese_realword_medicine.png,chinese,word,medicine,word,word,TRUE,724,0.724,mobile,WeChat 8.0.68
5,35,chinese_realword_put.png,chinese,word,put,word,word,TRUE,690.0000000000146,0.6900000000000146,mobile,WeChat 8.0.68
5,36,chinese_nonword_peach.png,chinese,nonword,peach,nonword,nonword,TRUE,790,0.79,mobile,WeChat 8.0.68
5,37,chinese_nonword_change.png,chinese,nonword,change,nonword,nonword,TRUE,1464,1.464,mobile,WeChat 8.0.68
5,38,chinese_realword_tea.png,chinese,word,tea,word,word,TRUE,690,0.69,mobile,WeChat 8.0.68
5,39,latin_realword_wealth.png,latin,word,wealth,word,word,TRUE,690.0000000000146,0.6900000000000146,mobile,WeChat 8.0.68
5,40,latin_realword_grass.PNG,latin,word,grass,word,word,TRUE,789,0.789,mobile,WeChat 8.0.68
6,1,chinese_nonword_wet.png,chinese,nonword,wet,nonword,nonword,TRUE,1651,1.651,mobile,WeChat 8.0.68
6,2,latin_nonword_milk.png,latin,nonword,milk,nonword,nonword,TRUE,1499,1.499,mobile,WeChat 8.0.68
6,3,latin_realword_cat.png,latin,word,cat,word,word,TRUE,1051,1.051,mobile,WeChat 8.0.68
6,4,latin_realword_pinch.png,latin,word,pinch,word,word,TRUE,3433,3.433,mobile,WeChat 8.0.68
6,5,latin_nonword_peach.png,latin,nonword,peach,nonword,nonword,TRUE,1018,1.018,mobile,WeChat 8.0.68
6,6,latin_nonword_praise.png,latin,nonword,praise,nonword,nonword,TRUE,1384,1.384,mobile,WeChat 8.0.68
6,7,chinese_realword_prawn.png,chinese,word,prawn,word,word,TRUE,967,0.967,mobile,WeChat 8.0.68
6,8,latin_nonword_tree.PNG,latin,nonword,tree,nonword,nonword,TRUE,816,0.816,mobile,WeChat 8.0.68
6,9,latin_nonword_good.png,latin,nonword,good,nonword,nonword,TRUE,834,0.834,mobile,WeChat 8.0.68
6,10,chinese_nonword_brain.png,chinese,nonword,brain,nonword,nonword,TRUE,1366,1.366,mobile,WeChat 8.0.68
6,11,latin_realword_pat.png,latin,word,pat,word,word,TRUE,1232,1.232,mobile,WeChat 8.0.68
6,12,chinese_realword_blink.png,chinese,word,blink,word,word,TRUE,2717,2.717,mobile,WeChat 8.0.68
6,13,chinese_realword_grass.png,chinese,word,grass,word,word,TRUE,751,0.751,mobile,WeChat 8.0.68
6,14,chinese_realword_sand.png,chinese,word,sand,word,word,TRUE,567,0.567,mobile,WeChat 8.0.68
6,15,latin_realword_sea.png,latin,word,sea,word,word,TRUE,699,0.699,mobile,WeChat 8.0.68
6,16,chinese_nonword_pickaxe.png,chinese,nonword,pickaxe,nonword,nonword,TRUE,1651,1.651,mobile,WeChat 8.0.68
6,17,chinese_nonword_paper.png,chinese,nonword,paper,nonword,nonword,TRUE,801,0.801,mobile,WeChat 8.0.68
